Case Number,Day of the Week,Time of the Day,Nature of the Call
B17-08002,Saturday,NIGHT,TRAFFIC STOP
B17-08003,Saturday,NIGHT,TRAFFIC STOP
B17-08004,Saturday,NIGHT,TRAFFIC STOP
B17-08005,Saturday,NIGHT,TRAFFIC STOP
B17-08006,Saturday,NIGHT,TRAFFIC STOP
B17-08007,Saturday,NIGHT,TRAFFIC STOP
B17-08008,Saturday,NIGHT,TRAFFIC STOP
B17-08009,Saturday,NIGHT,TRAFFIC STOP
B17-08010,Saturday,NIGHT,SUSP ACT IP
B17-08011,Saturday,NIGHT,MISSING PERSON
B17-08012,Saturday,NIGHT,TRAFFIC STOP
B17-08013,Saturday,NIGHT,DRUNK
B17-08014,Saturday,NIGHT,DOMESTIC IP
B17-08015,Saturday,NIGHT,SUSP ACT IP
B17-08016,Saturday,NIGHT,NOISE
B17-08017,Saturday,NIGHT,TRAFFIC STOP
B17-08018,Saturday,NIGHT,NOISE
B17-08019,Saturday,NIGHT,TRAFFIC STOP
B17-08020,Saturday,NIGHT,NOISE
B17-08021,Saturday,NIGHT,DRUNK
B17-08022,Saturday,NIGHT,WELFARE CHK IP
B17-08023,Saturday,NIGHT,SERVICE IP
B17-08024,Saturday,NIGHT,NOISE
B17-08025,Saturday,NIGHT,SUSP ACT IP
B17-08026,Saturday,NIGHT,TRAFFIC STOP
B17-08027,Saturday,NIGHT,WELFARE CHK IP
B17-08028,Saturday,NIGHT,DRUNK
B17-08029,Saturday,NIGHT,NOISE
B17-08030,Saturday,NIGHT,DRUNK
B17-08031,Saturday,NIGHT,WELFARE CHK IP
B17-08032,Saturday,NIGHT,ACCIDENT PI
B17-08033,Saturday,MORNING,NOISE
B17-08034,Saturday,MORNING,ALARM
B17-08035,Saturday,MORNING,THEFT NP
B17-08036,Saturday,MORNING,WELFARE CHK IP
B17-08037,Saturday,MORNING,ALARM
B17-08038,Saturday,MORNING,PROPERTY
B17-08039,Saturday,MORNING,FOLLOW UP
B17-08040,Saturday,MORNING,TRESPASS IP
B17-08041,Saturday,MORNING,ASSAULT NP
B17-08042,Saturday,MORNING,ALARM
B17-08043,Saturday,MORNING,ATL
B17-08044,Saturday,MORNING,TRAFFIC STOP
B17-08045,Saturday,MORNING,PANHANDLING
B17-08046,Saturday,MORNING,DISTURBANCE IP
B17-08047,Saturday,MORNING,WELFARE CHK IP
B17-08048,Saturday,MORNING,WELFARE CHK IP
B17-08049,Saturday,MORNING,ACCIDENT PD IP
B17-08050,Saturday,MORNING,ACCIDENT PD IP
B17-08051,Saturday,DAY,ACCIDENT PD IP
B17-08052,Saturday,MORNING,ATL
B17-08053,Saturday,DAY,TRAFFIC STOP
B17-08054,Saturday,DAY,ACCIDENT PD IP
B17-08055,Saturday,DAY,TRAFFIC STOP
B17-08056,Saturday,DAY,ACCIDENT LSA IP
B17-08057,Saturday,DAY,NOISE
B17-08058,Saturday,DAY,DISTURBANCE IP
B17-08059,Saturday,DAY,TRAFFIC STOP
B17-08060,Saturday,DAY,TRAFFIC STOP
B17-08061,Saturday,DAY,TRAFFIC STOP
B17-08062,Saturday,DAY,FOLLOW UP
B17-08063,Saturday,DAY,DRUGS NP
B17-08064,Saturday,DAY,TRAFFIC STOP
B17-08065,Saturday,DAY,VANDALISM NP
B17-08066,Saturday,DAY,ACCIDENT PD IP
B17-08067,Saturday,DAY,ANIMAL
B17-08068,Saturday,DAY,TRAFFIC STOP
B17-08069,Saturday,DAY,WELFARE CHK IP
B17-08070,Saturday,DAY,TRAFFIC STOP
B17-08071,Saturday,DAY,ACCIDENT PI
B17-08072,Saturday,DAY,TRAFFIC STOP
B17-08073,Saturday,DAY,NOISE
B17-08074,Saturday,DAY,TRAFFIC STOP
B17-08075,Saturday,DAY,SERIAL MOTOR CH
B17-08076,Saturday,DAY,TRAFFIC STOP
B17-08077,Saturday,DAY,DRUGS IP
B17-08078,Saturday,DAY,THEFT IP
B17-08079,Saturday,MORNING,ABANDONED VEH
B17-08080,Saturday,DAY,WEAPONS IP
B17-08081,Saturday,DAY,TRAFFIC STOP
B17-08082,Saturday,DAY,EXTRA PATROL
B17-08083,Saturday,DAY,TRAFFIC STOP
B17-08084,Saturday,DAY,TRAFFIC STOP
B17-08085,Saturday,DAY,FOLLOW UP
B17-08086,Saturday,DAY,TRAFFIC STOP
B17-08087,Saturday,DAY,ACCIDENT PD IP
B17-08088,Saturday,DAY,TRAFFIC STOP
B17-08089,Saturday,DAY,TRAFFIC STOP
B17-08090,Saturday,DAY,DOMESTIC IP
B17-08091,Saturday,DAY,TRAFFIC STOP
B17-08092,Saturday,DAY,ALARM
B17-08093,Saturday,DAY,TRAFFIC HAZARD
B17-08094,Saturday,DAY,TRAFFIC STOP
B17-08095,Saturday,DAY,ABANDONED VEH
B17-08096,Saturday,DAY,WELFARE CHK IP
B17-08097,Saturday,DAY,STALKING IP
B17-08098,Saturday,DAY,TRAFFIC STOP
B17-08099,Saturday,DAY,ASSAULT NP
B17-08100,Saturday,DAY,TRAFFIC STOP
B17-08101,Saturday,DAY,TRAFFIC STOP
B17-08102,Saturday,DAY,SERVICE IP
B17-08103,Saturday,DAY,ATL
B17-08104,Saturday,DAY,TRAFFIC STOP
B17-08105,Saturday,DAY,SUSP ACT IP
B17-08106,Saturday,DAY,SUSP ACT IP
B17-08107,Saturday,DAY,FRAUD
B17-08108,Saturday,DAY,FORGERY
B17-08109,Saturday,DAY,DISTURBANCE IP
B17-08110,Saturday,DAY,HARASSMENT NP
B17-08111,Saturday,DAY,EXTRA PATROL
B17-08112,Saturday,DAY,BURGLARY NP
B17-08113,Saturday,DAY,ACCIDENT LSA NP
B17-08114,Saturday,DAY,THEFT IP
B17-08115,Saturday,NIGHT,EXTRA PATROL
B17-08116,Saturday,NIGHT,WELFARE CHK IP
B17-08117,Saturday,NIGHT,ALARM
B17-08118,Saturday,NIGHT,DRUNK
B17-08119,Saturday,NIGHT,WELFARE CHK IP
B17-08120,Saturday,NIGHT,HARASSMENT NP
B17-08121,Saturday,NIGHT,WELFARE CHK IP
B17-08122,Saturday,NIGHT,DISTURBANCE IP
B17-08123,Saturday,NIGHT,TRAFFIC STOP
B17-08124,Saturday,NIGHT,WELFARE CHK IP
B17-08125,Saturday,NIGHT,HARASSMENT NP
B17-08126,Saturday,NIGHT,TRAFFIC STOP
B17-08127,Saturday,NIGHT,SERVICE IP
B17-08128,Saturday,NIGHT,ALARM
B17-08129,Saturday,NIGHT,TRAFFIC STOP
B17-08130,Saturday,NIGHT,WELFARE CHK IP
B17-08131,Saturday,NIGHT,NOISE
B17-08132,Saturday,NIGHT,SUSP ACT IP
B17-08133,Saturday,NIGHT,TRAFFIC STOP
B17-08134,Saturday,NIGHT,DISTURBANCE IP
B17-08135,Saturday,NIGHT,TRAFFIC STOP
B17-08136,Saturday,NIGHT,WELFARE CHK IP
B17-08137,Saturday,NIGHT,DRUGS IP
B17-08138,Saturday,NIGHT,TRAFFIC STOP
B17-08139,Saturday,NIGHT,WARRANT SERVICE
B17-08140,Saturday,NIGHT,DRUNK
B17-08141,Saturday,NIGHT,TRAFFIC STOP
B17-08142,Saturday,NIGHT,SUSP ACT IP
B17-08143,Saturday,NIGHT,TRAFFIC STOP
B17-08144,Saturday,DAY,EXTRA PATROL
B17-08145,Saturday,NIGHT,TRAFFIC STOP
B17-08146,Saturday,NIGHT,ROBBERY IP
B17-08147,Saturday,NIGHT,TRAFFIC STOP
B17-08148,Saturday,NIGHT,NOISE
B17-08149,Saturday,NIGHT,PARKING
B17-08150,Saturday,NIGHT,TRAFFIC STOP
B17-08151,Saturday,NIGHT,FOLLOW UP
B17-08152,Saturday,NIGHT,DRUNK
B17-08153,Saturday,NIGHT,NOISE
B17-08154,Saturday,NIGHT,ACCIDENT PD IP
B17-08155,Saturday,NIGHT,SUSP ACT IP
B17-08156,Saturday,NIGHT,NOISE
B17-08157,Sunday,NIGHT,WELFARE CHK IP
B17-08158,Sunday,NIGHT,WEAPONS IP
B17-08159,Sunday,NIGHT,ACCIDENT PD NP
B17-08160,Sunday,NIGHT,DISTURBANCE IP
B17-08161,Saturday,NIGHT,NOISE
B17-08162,Sunday,NIGHT,NOISE
B17-08163,Sunday,NIGHT,WELFARE CHK IP
B17-08164,Sunday,NIGHT,SUSP ACT IP
B17-08165,Sunday,NIGHT,NOISE
B17-08166,Sunday,NIGHT,BURGLARY IP
B17-08167,Sunday,NIGHT,DRUNK
B17-08168,Sunday,NIGHT,VANDALISM IP
B17-08169,Sunday,NIGHT,ASSAULT IP
B17-08170,Sunday,NIGHT,WEAPONS IP
B17-08171,Sunday,NIGHT,WELFARE CHK IP
B17-08172,Sunday,NIGHT,NOISE
B17-08173,Sunday,NIGHT,NOISE
B17-08174,Sunday,NIGHT,WELFARE CHK IP
B17-08175,Sunday,NIGHT,NOISE
B17-08176,Sunday,NIGHT,FIGHT IP
B17-08177,Sunday,NIGHT,ASSAULT IP
B17-08178,Sunday,NIGHT,DRUNK
B17-08179,Sunday,NIGHT,WELFARE CHK IP
B17-08180,Sunday,NIGHT,ATL
B17-08181,Sunday,NIGHT,FOLLOW UP
B17-08182,Sunday,NIGHT,DISTURBANCE IP
B17-08183,Sunday,NIGHT,NOISE
B17-08184,Sunday,NIGHT,WELFARE CHK IP
B17-08185,Sunday,NIGHT,ACCIDENT PD IP
B17-08186,Sunday,NIGHT,VANDALISM IP
B17-08187,Sunday,NIGHT,SUSP ACT IP
B17-08188,Sunday,NIGHT,DRUNK
B17-08189,Sunday,NIGHT,FOLLOW UP
B17-08190,Sunday,NIGHT,FOLLOW UP
B17-08191,Sunday,NIGHT,ASSAULT NP
B17-08192,Sunday,NIGHT,WELFARE CHK IP
B17-08193,Sunday,NIGHT,DRUNK
B17-08194,Sunday,NIGHT,FRAUD
B17-08195,Sunday,NIGHT,ALARM
B17-08196,Sunday,MORNING,DOMESTIC IP
B17-08197,Sunday,MORNING,WELFARE CHK IP
B17-08198,Sunday,MORNING,FTRASH FIRE
B17-08199,Sunday,MORNING,ACCIDENT PD IP
B17-08200,Sunday,MORNING,NOISE
B17-08201,Sunday,MORNING,WELFARE CHK IP
B17-08202,Sunday,MORNING,WELFARE CHK IP
B17-08203,Sunday,MORNING,SUSP ACT IP
B17-08204,Sunday,MORNING,SUSP ACT IP
B17-08205,Sunday,MORNING,ACCIDENT PD NP
B17-08206,Sunday,MORNING,DRUGS IP
B17-08207,Sunday,MORNING,WELFARE CHK IP
B17-08208,Sunday,MORNING,MENTAL HLTH NP
B17-08209,Sunday,MORNING,TRESPASS IP
B17-08210,Sunday,MORNING,DRUGS NP
B17-08211,Sunday,DAY,ALARM
B17-08212,Sunday,DAY,TRESPASS IP
B17-08213,Sunday,MORNING,ACCIDENT LSA NP
B17-08214,Sunday,DAY,HARASSMENT IP
B17-08215,Sunday,DAY,DRUGS IP
B17-08216,Sunday,DAY,VANDALISM IP
B17-08217,Sunday,DAY,HARASSMENT NP
B17-08218,Sunday,DAY,EXTRA PATROL
B17-08219,Sunday,DAY,TRAFFIC STOP
B17-08220,Sunday,DAY,SUSP ACT IP
B17-08221,Sunday,DAY,TRAFFIC STOP
B17-08222,Sunday,DAY,FIGHT IP
B17-08223,Sunday,DAY,WELFARE CHK IP
B17-08224,Sunday,DAY,SERVICE IP
B17-08225,Sunday,DAY,MOTORIST ASSIST
B17-08226,Sunday,DAY,SERVICE IP
B17-08227,Sunday,DAY,WELFARE CHK IP
B17-08228,Sunday,DAY,TRAFFIC STOP
B17-08229,Sunday,DAY,FOLLOW UP
B17-08230,Sunday,DAY,MOTORIST ASSIST
B17-08231,Sunday,DAY,SERVICE IP
B17-08232,Sunday,DAY,MOTORIST ASSIST
B17-08233,Sunday,DAY,THEFT NP
B17-08234,Sunday,DAY,WELFARE CHK IP
B17-08235,Sunday,DAY,THEFT NP
B17-08236,Sunday,DAY,ROV IP
B17-08237,Sunday,DAY,WELFARE CHK IP
B17-08238,Sunday,DAY,TRAFFIC STOP
B17-08239,Sunday,DAY,ALARM
B17-08240,Sunday,DAY,DISTURBANCE IP
B17-08241,Sunday,DAY,SERVICE IP
B17-08242,Sunday,DAY,FOLLOW UP
B17-08243,Sunday,DAY,ACCIDENT LSA NP
B17-08244,Sunday,DAY,WELFARE CHK IP
B17-08245,Sunday,DAY,SERVICE IP
B17-08246,Sunday,DAY,TRAFFIC STOP
B17-08247,Sunday,DAY,PARKING
B17-08248,Sunday,DAY,SERVICE IP
B17-08249,Sunday,DAY,DOMESTIC IP
B17-08250,Sunday,DAY,WELFARE CHK IP
B17-08251,Sunday,DAY,DISTURBANCE IP
B17-08252,Sunday,DAY,SERVICE IP
B17-08253,Sunday,DAY,SUSP ACT NP
B17-08254,Sunday,DAY,ALARM
B17-08255,Sunday,DAY,SUSP ACT IP
B17-08256,Sunday,DAY,ALARM
B17-08257,Sunday,NIGHT,WARRANT SERVICE
B17-08258,Sunday,NIGHT,TRAFFIC STOP
B17-08259,Sunday,NIGHT,TRAFFIC STOP
B17-08260,Sunday,NIGHT,TRAFFIC STOP
B17-08261,Sunday,NIGHT,MOTORIST ASSIST
B17-08262,Sunday,NIGHT,WELFARE CHK IP
B17-08263,Sunday,NIGHT,TRAFFIC STOP
B17-08264,Sunday,NIGHT,WELFARE CHK IP
B17-08265,Sunday,NIGHT,TRAFFIC STOP
B17-08266,Sunday,NIGHT,TRAFFIC STOP
B17-08267,Sunday,NIGHT,TRAFFIC STOP
B17-08268,Sunday,NIGHT,TRAFFIC STOP
B17-08269,Sunday,NIGHT,TRAFFIC STOP
B17-08270,Sunday,NIGHT,TRAFFIC STOP
B17-08271,Sunday,NIGHT,TRAFFIC STOP
B17-08272,Sunday,NIGHT,MISSING PERSON
B17-08273,Sunday,NIGHT,TRAFFIC STOP
B17-08274,Sunday,NIGHT,MOTORIST ASSIST
B17-08275,Sunday,NIGHT,TRAFFIC STOP
B17-08276,Sunday,DAY,VANDALISM NP
B17-08277,Sunday,NIGHT,TRAFFIC STOP
B17-08278,Sunday,NIGHT,SUSP ACT IP
B17-08279,Sunday,NIGHT,TRAFFIC STOP
B17-08280,Sunday,NIGHT,SUSP ACT IP
B17-08281,Sunday,NIGHT,TRAFFIC STOP
B17-08282,Sunday,NIGHT,TRAFFIC STOP
B17-08283,Sunday,NIGHT,EXTRA PATROL
B17-08284,Sunday,NIGHT,DRUGS IP
B17-08285,Sunday,NIGHT,ACCIDENT LSA NP
B17-08286,Sunday,NIGHT,DOMESTIC IP
B17-08287,Sunday,NIGHT,WELFARE CHK IP
B17-08288,Sunday,NIGHT,THEFT NP
B17-08289,Monday,NIGHT,SUSP ACT IP
B17-08290,Monday,NIGHT,NOISE
B17-08291,Monday,NIGHT,WELFARE CHK IP
B17-08292,Monday,NIGHT,THEFT IP
B17-08293,Monday,NIGHT,ROBBERY IP
B17-08294,Monday,NIGHT,ALARM
B17-08295,Monday,NIGHT,TRAFFIC STOP
B17-08296,Monday,NIGHT,CIVIL IP
B17-08297,Monday,NIGHT,FOLLOW UP
B17-08298,Monday,NIGHT,TRAFFIC STOP
B17-08299,Monday,NIGHT,THEFT NP
B17-08300,Monday,NIGHT,THEFT IP
B17-08301,Monday,NIGHT,TRESPASS IP
B17-08302,Monday,NIGHT,SERVICE IP
B17-08303,Monday,NIGHT,VANDALISM IP
B17-08304,Monday,NIGHT,SUSP ACT IP
B17-08305,Monday,NIGHT,DRUGS IP
B17-08306,Monday,NIGHT,ACCIDENT PD IP
B17-08307,Monday,MORNING,PROPERTY
B17-08308,Monday,MORNING,SERVICE IP
B17-08309,Monday,MORNING,ALARM
B17-08310,Monday,MORNING,WELFARE CHK IP
B17-08311,Monday,MORNING,DRUGS IP
B17-08312,Monday,MORNING,COMM ENGAGEMENT
B17-08313,Monday,MORNING,ALARM
B17-08314,Monday,MORNING,DISTURBANCE IP
B17-08315,Monday,MORNING,ACCIDENT LSA IP
B17-08316,Monday,MORNING,ACCIDENT PD IP
B17-08317,Monday,MORNING,MOTORIST ASSIST
B17-08318,Monday,MORNING,FOLLOW UP
B17-08319,Monday,MORNING,EXTRA PATROL
B17-08320,Monday,MORNING,CIVIL IP
B17-08321,Monday,MORNING,SUSP ACT IP
B17-08322,Monday,MORNING,TRAFFIC HAZARD
B17-08323,Monday,MORNING,SERIAL MOTOR CH
B17-08324,Monday,MORNING,WELFARE CHK IP
B17-08325,Monday,MORNING,ACCIDENT PD IP
B17-08326,Monday,MORNING,PROPERTY
B17-08327,Monday,MORNING,SUSP ACT IP
B17-08328,Monday,MORNING,ACCIDENT PI
B17-08329,Sunday,MORNING,PROPERTY
B17-08330,Monday,MORNING,THEFT NP
B17-08331,Monday,MORNING,THEFT NP
B17-08332,Monday,MORNING,WELFARE CHK IP
B17-08333,Monday,MORNING,MOTORIST ASSIST
B17-08334,Monday,MORNING,ALARM
B17-08335,Monday,MORNING,RUNAWAY
B17-08336,Monday,MORNING,ACCIDENT LSA NP
B17-08337,Monday,MORNING,ACCIDENT PD IP
B17-08338,Monday,MORNING,ACCIDENT PD IP
B17-08339,Monday,MORNING,THEFT IP
B17-08340,Monday,DAY,SERVICE IP
B17-08341,Monday,DAY,WARRANT SERVICE
B17-08342,Monday,DAY,HARASSMENT NP
B17-08343,Monday,MORNING,ACCIDENT PD IP
B17-08344,Monday,DAY,SUSP ACT IP
B17-08345,Monday,MORNING,ACCIDENT PD IP
B17-08346,Monday,DAY,THEFT NP
B17-08347,Monday,DAY,SUSP ACT NP
B17-08348,Monday,DAY,SERIAL MOTOR CH
B17-08349,Monday,DAY,WELFARE CHK IP
B17-08350,Monday,DAY,SEX ASSAULT NP
B17-08351,Monday,MORNING,FOLLOW UP
B17-08352,Monday,DAY,ACCIDENT PD IP
B17-08353,Monday,DAY,FRAUD
B17-08354,Monday,DAY,THEFT NP
B17-08355,Monday,DAY,WELFARE CHK IP
B17-08356,Monday,DAY,SUSP ACT IP
B17-08357,Monday,DAY,ACCIDENT PD IP
B17-08358,Monday,DAY,FOLLOW UP
B17-08359,Monday,DAY,DISTURBANCE IP
B17-08360,Monday,DAY,SUSP ACT IP
B17-08361,Monday,DAY,TRESPASS IP
B17-08362,Monday,DAY,TRAFFIC STOP
B17-08363,Monday,DAY,PROPERTY
B17-08364,Monday,DAY,TRAFFIC STOP
B17-08365,Monday,DAY,THEFT NP
B17-08366,Monday,DAY,SUSP ACT IP
B17-08367,Monday,DAY,SERVICE IP
B17-08368,Monday,DAY,SUSP ACT IP
B17-08369,Monday,DAY,TRAFFIC HAZARD
B17-08370,Monday,DAY,ACCIDENT PD IP
B17-08371,Monday,DAY,FOLLOW UP
B17-08372,Monday,DAY,FOLLOW UP
B17-08373,Monday,DAY,TRAFFIC STOP
B17-08374,Monday,DAY,WELFARE CHK IP
B17-08375,Monday,DAY,ACCIDENT PD IP
B17-08376,Monday,DAY,WELFARE CHK IP
B17-08377,Monday,DAY,DOMESTIC IP
B17-08378,Monday,DAY,INDECENT EXP IP
B17-08379,Monday,DAY,WELFARE CHK IP
B17-08380,Monday,DAY,CIVIL NP
B17-08381,Monday,DAY,FIGHT IP
B17-08382,Monday,DAY,THEFT NP
B17-08383,Monday,DAY,ACCIDENT PD IP
B17-08384,Monday,DAY,ACCIDENT PD IP
B17-08385,Monday,DAY,EXTRA PATROL
B17-08386,Monday,DAY,WELFARE CHK IP
B17-08387,Monday,NIGHT,SUSP ACT IP
B17-08388,Monday,NIGHT,THEFT NP
B17-08389,Monday,NIGHT,ALARM
B17-08390,Monday,NIGHT,TRAFFIC STOP
B17-08391,Monday,NIGHT,SUSP ACT IP
B17-08392,Monday,NIGHT,ALARM
B17-08393,Monday,NIGHT,WARRANT SERVICE
B17-08394,Monday,NIGHT,DOMESTIC IP
B17-08395,Monday,NIGHT,WELFARE CHK IP
B17-08396,Monday,NIGHT,FOLLOW UP
B17-08397,Monday,NIGHT,ATL
B17-08398,Monday,NIGHT,TRESPASS IP
B17-08399,Monday,NIGHT,WELFARE CHK IP
B17-08400,Monday,NIGHT,SUSP ACT IP
B17-08401,Monday,NIGHT,TRAFFIC STOP
B17-08402,Monday,NIGHT,FOLLOW UP
B17-08403,Monday,NIGHT,TRAFFIC STOP
B17-08404,Monday,NIGHT,TRAFFIC STOP
B17-08405,Monday,NIGHT,TRAFFIC STOP
B17-08406,Monday,NIGHT,SUSP ACT IP
B17-08407,Monday,NIGHT,PROPERTY
B17-08408,Monday,NIGHT,SUSP ACT IP
B17-08409,Monday,NIGHT,DOMESTIC IP
B17-08410,Monday,NIGHT,TRAFFIC STOP
B17-08411,Monday,NIGHT,DOMESTIC IP
B17-08412,Monday,NIGHT,DOMESTIC IP
B17-08413,Monday,NIGHT,NOISE
B17-08414,Monday,NIGHT,FOLLOW UP
B17-08415,Monday,NIGHT,DISTURBANCE IP
B17-08416,Tuesday,NIGHT,TRAFFIC STOP
B17-08417,Tuesday,NIGHT,TRESPASS IP
B17-08418,Tuesday,NIGHT,WARRANT SERVICE
B17-08419,Tuesday,NIGHT,SUSP ACT IP
B17-08420,Tuesday,NIGHT,WARRANT SERVICE
B17-08421,Tuesday,NIGHT,FOLLOW UP
B17-08422,Tuesday,NIGHT,TRAFFIC STOP
B17-08423,Tuesday,NIGHT,TRAFFIC STOP
B17-08424,Tuesday,NIGHT,ALARM
B17-08425,Tuesday,NIGHT,TRAFFIC STOP
B17-08426,Tuesday,NIGHT,SERVICE IP
B17-08427,Tuesday,NIGHT,ALARM
B17-08428,Tuesday,NIGHT,TRAFFIC STOP
B17-08429,Tuesday,NIGHT,NOISE
B17-08430,Tuesday,NIGHT,TRAFFIC STOP
B17-08431,Tuesday,NIGHT,RECOVERED VT
B17-08432,Tuesday,NIGHT,VEH THEFT NP
B17-08433,Tuesday,NIGHT,TRAFFIC HAZARD
B17-08434,Tuesday,NIGHT,SUSP ACT IP
B17-08435,Tuesday,NIGHT,SERVICE IP
B17-08436,Tuesday,NIGHT,OTHER
B17-08437,Tuesday,NIGHT,TRAFFIC HAZARD
B17-08438,Tuesday,MORNING,ABUSE NP
B17-08439,Tuesday,MORNING,ASSAULT NP
B17-08440,Tuesday,MORNING,SERVICE IP
B17-08441,Tuesday,MORNING,COMM ENGAGEMENT
B17-08442,Tuesday,MORNING,ACCIDENT LSA IP
B17-08443,Tuesday,MORNING,COURT
B17-08444,Tuesday,MORNING,ATL
B17-08445,Tuesday,MORNING,ACCIDENT PD NP
B17-08446,Tuesday,MORNING,FOLLOW UP
B17-08447,Tuesday,MORNING,VANDALISM NP
B17-08448,Tuesday,MORNING,THEFT NP
B17-08449,Tuesday,MORNING,MOTORIST ASSIST
B17-08450,Tuesday,MORNING,WELFARE CHK IP
B17-08451,Tuesday,MORNING,VANDALISM NP
