Case Number,Date Reported,Time Reported,Month Reported,Day of Week Reported,Nature of Call for Service,District,Agency,Report/No Report
B16-04903,2/6/16,11:14 PM,February,Saturday,NOISE,LB213,BPD,No report
B16-04901,2/6/16,11:13 PM,February,Saturday,NOISE,LB103,BPD,No report
B16-04899,2/6/16,10:50 PM,February,Saturday,WELFARE CHK IP,LB303,BPD,Report
B16-04898,2/6/16,10:43 PM,February,Saturday,SERVICE IP,LB513,BPD,No report
B16-04897,2/6/16,10:42 PM,February,Saturday,ATL,LB406,BPD,No report
B16-04895,2/6/16,10:34 PM,February,Saturday,ALARM,LB324,BPD,No report
B16-04896,2/6/16,10:32 PM,February,Saturday,VEH THEFT NP,LB212,BPD,No report
B16-04894,2/6/16,10:25 PM,February,Saturday,VEH THEFT NP,LB212,BPD,No report
B16-04893,2/6/16,10:10 PM,February,Saturday,PARKING,LB103,BPD,No report
B16-04892,2/6/16,10:02 PM,February,Saturday,ASSIGNED DETAIL,LB410,BPD,No report
B16-04891,2/6/16,10:00 PM,February,Saturday,OTHER,LB513,BPD,Report
B16-04890,2/6/16,9:51 PM,February,Saturday,THEFT NP,LB317,BPD,Report
B16-04887,2/6/16,9:40 PM,February,Saturday,WELFARE CHK IP,LB513,BPD,No report
B16-04886,2/6/16,9:36 PM,February,Saturday,CIVIL NP,LB428,BPD,No report
B16-04885,2/6/16,9:19 PM,February,Saturday,THEFT NP,LB413,BPD,No report
B16-04884,2/6/16,9:15 PM,February,Saturday,TRAFFIC STOP,LB307,BPD,No report
B16-04889,2/6/16,9:13 PM,February,Saturday,NOISE,LB301,BPD,No report
B16-04883,2/6/16,9:07 PM,February,Saturday,TRAFFIC STOP,LB219,BPD,No report
B16-04888,2/6/16,9:04 PM,February,Saturday,NOISE,LB221,BPD,No report
B16-04882,2/6/16,9:00 PM,February,Saturday,TRAFFIC STOP,LB427,BPD,No report
B16-04881,2/6/16,8:55 PM,February,Saturday,ABANDONED VEH,LB429,BPD,No report
B16-04879,2/6/16,8:43 PM,February,Saturday,DISTURBANCE IP,LB102,BPD,No report
B16-04878,2/6/16,8:38 PM,February,Saturday,WELFARE CHK IP,LB104,BPD,No report
B16-04880,2/6/16,8:27 PM,February,Saturday,NOISE,LB518,BPD,No report
B16-04877,2/6/16,8:20 PM,February,Saturday,WELFARE CHK IP,LB513,BPD,No report
B16-04876,2/6/16,8:03 PM,February,Saturday,EXTRA PATROL,LB212,BPD,No report
B16-04875,2/6/16,7:42 PM,February,Saturday,WELFARE CHK IP,LB102,BPD,No report
B16-04874,2/6/16,7:14 PM,February,Saturday,HARASSMENT IP,LB104,BPD,No report
B16-04873,2/6/16,7:10 PM,February,Saturday,DRUNK,LB219,BPD,No report
B16-04872,2/6/16,7:02 PM,February,Saturday,ACCIDENT LSA IP,LB412,BPD,Report
B16-04871,2/6/16,6:42 PM,February,Saturday,DISTURBANCE IP,LB519,BPD,Report
B16-04868,2/6/16,6:32 PM,February,Saturday,ACCIDENT LSA IP,LB303,BPD,Report
B16-04870,2/6/16,6:32 PM,February,Saturday,SUSP ACT NP,LB336,BPD,No report
B16-04867,2/6/16,6:31 PM,February,Saturday,FOLLOW UP,LB104,BPD,No report
B16-04866,2/6/16,6:13 PM,February,Saturday,DOMESTIC IP,LMN09,BPD,No report
B16-04865,2/6/16,6:12 PM,February,Saturday,FOLLOW UP,LB511,BPD,No report
B16-04869,2/6/16,5:25 PM,February,Saturday,FOLLOW UP,LB523,BPD,No report
B16-04864,2/6/16,5:22 PM,February,Saturday,ALARM,LB406,BPD,No report
B16-04862,2/6/16,5:21 PM,February,Saturday,TRAFFIC STOP,LB521,BPD,No report
B16-04863,2/6/16,5:20 PM,February,Saturday,ACCIDENT LSA IP,LB222,BPD,Report
B16-04861,2/6/16,5:11 PM,February,Saturday,THEFT NP,LB102,BPD,Report
B16-04860,2/6/16,4:56 PM,February,Saturday,DISTURBANCE IP,LB417,BPD,Report
B16-04858,2/6/16,4:38 PM,February,Saturday,MISSING PERSON,LB511,BPD,Report
B16-04857,2/6/16,4:31 PM,February,Saturday,DOMESTIC IP,LB102,BPD,No report
B16-04859,2/6/16,4:28 PM,February,Saturday,WARRANT SERVICE,LB523,BPD,No report
B16-04855,2/6/16,4:14 PM,February,Saturday,INDECENT EXP,LB104,BPD,No report
B16-04853,2/6/16,4:08 PM,February,Saturday,EXTRA PATROL,LB422,BPD,No report
B16-04854,2/6/16,4:03 PM,February,Saturday,WELFARE CHK IP,LB219,BPD,No report
B16-04852,2/6/16,4:01 PM,February,Saturday,FIGHT IP,LB404,BPD,No report
B16-04856,2/6/16,3:59 PM,February,Saturday,FOLLOW UP,LB221,BPD,No report
B16-04850,2/6/16,3:56 PM,February,Saturday,EXTRA PATROL,LB101,BPD,No report
B16-04851,2/6/16,3:54 PM,February,Saturday,ACCIDENT PD IP,LB523,BPD,No report
B16-04849,2/6/16,3:52 PM,February,Saturday,ALARM,LB323,BPD,No report
B16-04848,2/6/16,3:44 PM,February,Saturday,SERVICE IP,LB221,BPD,No report
B16-04847,2/6/16,3:34 PM,February,Saturday,ATL,LB303,BPD,No report
B16-04845,2/6/16,3:27 PM,February,Saturday,MOTORIST ASSIST,LB318,BPD,No report
B16-04846,2/6/16,3:22 PM,February,Saturday,FRAUD,LB326,BPD,Report
B16-04844,2/6/16,3:22 PM,February,Saturday,TRAFFIC STOP,LB511,BPD,No report
B16-04843,2/6/16,3:16 PM,February,Saturday,SUSP ACT IP,LB212,BPD,No report
B16-04842,2/6/16,3:09 PM,February,Saturday,TRAFFIC STOP,LB519,BPD,No report
B16-04841,2/6/16,3:02 PM,February,Saturday,SERVICE IP,LB102,BPD,No report
B16-04840,2/6/16,2:55 PM,February,Saturday,TRAFFIC HAZARD,LB410,BPD,No report
B16-04839,2/6/16,2:55 PM,February,Saturday,ASSAULT NP,LB513,BPD,Report
B16-04838,2/6/16,2:37 PM,February,Saturday,ATL,LB523,BPD,No report
B16-04837,2/6/16,2:32 PM,February,Saturday,FIGHT IP,LB336,BPD,No report
B16-04836,2/6/16,2:28 PM,February,Saturday,SUSP ACT IP,LB518,BPD,No report
B16-04835,2/6/16,2:21 PM,February,Saturday,EXTRA PATROL,LB510,BPD,No report
B16-04834,2/6/16,2:17 PM,February,Saturday,ANIMAL,LB307,BPD,No report
B16-04833,2/6/16,2:11 PM,February,Saturday,EXTRA PATROL,LB102,BPD,No report
B16-04832,2/6/16,2:06 PM,February,Saturday,SERVICE IP,LB518,BPD,No report
B16-04831,2/6/16,1:58 PM,February,Saturday,FOLLOW UP,LB101,BPD,No report
B16-04830,2/6/16,1:47 PM,February,Saturday,FOLLOW UP,LB104,BPD,No report
B16-04829,2/6/16,1:37 PM,February,Saturday,SERVICE IP,LB513,BPD,No report
B16-04828,2/6/16,1:23 PM,February,Saturday,WELFARE CHK IP,LB336,BPD,No report
B16-04827,2/6/16,1:08 PM,February,Saturday,FOLLOW UP,LB104,BPD,No report
B16-04826,2/6/16,12:58 PM,February,Saturday,WELFARE CHK IP,LB304,BPD,No report
B16-04823,2/6/16,12:44 PM,February,Saturday,EXTRA PATROL,LB101,BPD,No report
B16-04825,2/6/16,12:43 PM,February,Saturday,HARASSMENT NP,LB409,BPD,No report
B16-04824,2/6/16,12:41 PM,February,Saturday,HARASSMENT NP,LB310,BPD,Report
B16-04822,2/6/16,12:33 PM,February,Saturday,EXTRA PATROL,LB102,BPD,No report
B16-04821,2/6/16,12:06 PM,February,Saturday,VEH THEFT NP,LB405,BPD,No report
B16-04820,2/6/16,11:33 AM,February,Saturday,HARASSMENT NP,LB104,BPD,No report
B16-04818,2/6/16,11:29 AM,February,Saturday,VEH THEFT NP,LB405,BPD,No report
B16-04819,2/6/16,11:20 AM,February,Saturday,BURGLARY NP,LB221,BPD,Report
B16-04816,2/6/16,11:20 AM,February,Saturday,EXTRA PATROL,LB510,BPD,No report
B16-04817,2/6/16,11:13 AM,February,Saturday,THEFT NP,LB513,BPD,Report
B16-04815,2/6/16,10:29 AM,February,Saturday,ATL,LMS05,BPD,Report
B16-04814,2/6/16,10:22 AM,February,Saturday,MOTORIST ASSIST,LB424,BPD,Report
B16-04813,2/6/16,10:12 AM,February,Saturday,FRAUD,LB212,BPD,Report
B16-04812,2/6/16,9:44 AM,February,Saturday,EXTRA PATROL,LB102,BPD,No report
B16-04811,2/6/16,8:59 AM,February,Saturday,ACCIDENT PD IP,LB221,BPD,Report
B16-04810,2/6/16,8:34 AM,February,Saturday,ACCIDENT PD IP,LB301,BPD,Report
B16-04809,2/6/16,8:23 AM,February,Saturday,SERVICE NP,LB104,BPD,No report
B16-04807,2/6/16,7:54 AM,February,Saturday,ACCIDENT PD IP,LB221,BPD,Report
B16-04806,2/6/16,7:53 AM,February,Saturday,ASSAULT IP,LB314,BPD,No report
B16-04805,2/6/16,7:44 AM,February,Saturday,WEAPONS IP,LB319,BPD,No report
B16-04808,2/6/16,7:44 AM,February,Saturday,WEAPONS IP,LB319,BPD,No report
B16-04804,2/6/16,7:29 AM,February,Saturday,WELFARE CHK IP,LB424,BPD,No report
B16-04802,2/6/16,7:18 AM,February,Saturday,EXTRA PATROL,LB104,BPD,No report
B16-04803,2/6/16,7:11 AM,February,Saturday,SUSP ACT NP,LB523,BPD,No report
B16-04801,2/6/16,6:02 AM,February,Saturday,SERVICE IP,LB410,BPD,No report
B16-04800,2/6/16,5:31 AM,February,Saturday,SUSP ACT IP,LB311,BPD,No report
B16-04799,2/6/16,4:54 AM,February,Saturday,DRUNK,LB305,BPD,Report
B16-04798,2/6/16,4:34 AM,February,Saturday,DRUNK,LB414,BPD,No report
B16-04797,2/6/16,3:55 AM,February,Saturday,WELFARE CHK IP,LB103,BPD,No report
B16-04795,2/6/16,3:16 AM,February,Saturday,ASSAULT IP,LB101,BPD,Report
B16-04794,2/6/16,3:10 AM,February,Saturday,ALARM,LB306,BPD,No report
B16-04793,2/6/16,2:56 AM,February,Saturday,SERVICE IP,LB212,BPD,No report
B16-04796,2/6/16,2:54 AM,February,Saturday,NOISE,LB101,BPD,No report
B16-04792,2/6/16,2:54 AM,February,Saturday,ACCIDENT UNK,LB103,BPD,Report
B16-04791,2/6/16,2:08 AM,February,Saturday,NOISE,LB101,BPD,No report
B16-04790,2/6/16,2:04 AM,February,Saturday,NOISE,LB305,BPD,No report
B16-04789,2/6/16,1:56 AM,February,Saturday,JUVENILE,LB513,BPD,Report
B16-04788,2/6/16,1:19 AM,February,Saturday,FOLLOW UP,LB424,BPD,No report
B16-04787,2/6/16,12:55 AM,February,Saturday,NOISE,LB220,BPD,No report
B16-04785,2/6/16,12:52 AM,February,Saturday,NOISE,LB406,BPD,No report
B16-04784,2/6/16,12:44 AM,February,Saturday,FOLLOW UP,LB102,BPD,No report
B16-04786,2/6/16,12:42 AM,February,Saturday,NOISE,LB212,BPD,No report
B16-04783,2/6/16,12:14 AM,February,Saturday,ACCIDENT PD IP,LB102,BPD,No report
B16-04782,2/6/16,12:12 AM,February,Saturday,JUVENILE,LB326,BPD,No report
B16-04781,2/6/16,12:07 AM,February,Saturday,DOMESTIC IP,LB102,BPD,Report
B16-04780,2/6/16,12:02 AM,February,Saturday,SUSP ACT IP,LB302,BPD,No report
B16-04779,2/6/16,12:00 AM,February,Saturday,WELFARE CHK IP,LB103,BPD,No report
B16-04778,2/5/16,11:58 PM,February,Friday,FOLLOW UP,LB101,BPD,No report
B16-04777,2/5/16,11:28 PM,February,Friday,DISTURBANCE IP,LB101,BPD,Report
B16-04776,2/5/16,11:24 PM,February,Friday,ATL,LB326,BPD,No report
B16-04775,2/5/16,11:20 PM,February,Friday,TRAFFIC STOP,LB302,BPD,No report
B16-04774,2/5/16,10:49 PM,February,Friday,NOISE,LB303,BPD,No report
B16-04773,2/5/16,10:02 PM,February,Friday,NOISE,LB219,BPD,No report
B16-04771,2/5/16,10:01 PM,February,Friday,ASSIGNED DETAIL,LB410,BPD,No report
B16-04772,2/5/16,10:01 PM,February,Friday,TRESPASS IP,LB307,BPD,No report
B16-04769,2/5/16,9:54 PM,February,Friday,SUSP ACT IP,LB104,BPD,No report
B16-04770,2/5/16,9:41 PM,February,Friday,NOISE,LB415,BPD,No report
B16-04768,2/5/16,9:25 PM,February,Friday,TRAFFIC STOP,LB319,BPD,No report
B16-04767,2/5/16,9:09 PM,February,Friday,ATL,LB421,BPD,No report
B16-04766,2/5/16,9:03 PM,February,Friday,SERVICE IP,LB514,BPD,No report
B16-04765,2/5/16,8:51 PM,February,Friday,ALARM,LB521,BPD,No report
B16-04764,2/5/16,8:47 PM,February,Friday,DISTURBANCE IP,LB336,BPD,Report
B16-04763,2/5/16,8:39 PM,February,Friday,SERVICE NP,LB513,BPD,No report
B16-04762,2/5/16,8:35 PM,February,Friday,ACCIDENT PD IP,LB303,BPD,No report
B16-04761,2/5/16,8:28 PM,February,Friday,SERVICE IP,LB523,BPD,Report
B16-04759,2/5/16,8:23 PM,February,Friday,DOMESTIC IP,LB404,BPD,No report
B16-04758,2/5/16,7:55 PM,February,Friday,TRAFFIC STOP,,BPD,No report
B16-04757,2/5/16,7:50 PM,February,Friday,DISTURBANCE IP,LB304,BPD,No report
B16-04756,2/5/16,7:44 PM,February,Friday,JUVENILE,LB517,BPD,No report
B16-04760,2/5/16,7:35 PM,February,Friday,FOLLOW UP,LB329,BPD,No report
B16-04754,2/5/16,7:25 PM,February,Friday,EXTRA PATROL,,BPD,No report
B16-04755,2/5/16,7:24 PM,February,Friday,HARASSMENT NP,LB309,BPD,No report
B16-04751,2/5/16,6:56 PM,February,Friday,ALARM,LB406,BPD,No report
B16-04752,2/5/16,6:54 PM,February,Friday,DOMESTIC NP,LB325,BPD,Report
B16-04748,2/5/16,6:37 PM,February,Friday,ALARM,LB406,BPD,No report
B16-04750,2/5/16,6:37 PM,February,Friday,PARKING,LB102,BPD,No report
B16-04753,2/5/16,6:24 PM,February,Friday,PARKING,LB309,BPD,No report
B16-04746,2/5/16,6:07 PM,February,Friday,ALARM,LB406,BPD,No report
B16-04747,2/5/16,6:04 PM,February,Friday,SUSP ACT IP,LB221,BPD,No report
B16-04745,2/5/16,5:59 PM,February,Friday,WARRANT SERVICE,LB326,BPD,Report
B16-04749,2/5/16,5:55 PM,February,Friday,FRAUD,LB221,BPD,Report
B16-04744,2/5/16,5:43 PM,February,Friday,BLDG CHECK,,BPD,No report
B16-04742,2/5/16,5:17 PM,February,Friday,SUSP ACT IP,LB302,BPD,No report
B16-04741,2/5/16,5:09 PM,February,Friday,DRUNK,LB102,BPD,No report
B16-04739,2/5/16,4:51 PM,February,Friday,ALARM,LB101,BPD,No report
B16-04743,2/5/16,4:48 PM,February,Friday,FOLLOW UP,LB404,BPD,No report
B16-04738,2/5/16,4:45 PM,February,Friday,WELFARE CHK IP,LB101,BPD,No report
B16-04740,2/5/16,4:44 PM,February,Friday,HARASSMENT NP,LB518,BPD,No report
B16-04737,2/5/16,4:39 PM,February,Friday,TRESPASS IP,LB104,BPD,No report
B16-04736,2/5/16,4:30 PM,February,Friday,SUSP ACT NP,LB318,BPD,No report
B16-04735,2/5/16,4:18 PM,February,Friday,WELFARE CHK IP,LB329,BPD,Report
B16-04733,2/5/16,4:13 PM,February,Friday,SUSP ACT IP,LB521,BPD,No report
B16-04732,2/5/16,4:04 PM,February,Friday,ACCIDENT LSA NP,LB101,BPD,Report
B16-04734,2/5/16,4:02 PM,February,Friday,NOISE,LB102,BPD,No report
B16-04730,2/5/16,3:39 PM,February,Friday,ACCIDENT PD IP,LB221,BPD,No report
B16-04731,2/5/16,3:34 PM,February,Friday,WELFARE CHK IP,LB219,BPD,No report
B16-04728,2/5/16,3:27 PM,February,Friday,EXTRA PATROL,LB102,BPD,No report
B16-04727,2/5/16,3:23 PM,February,Friday,SERVICE IP,LB104,BPD,No report
B16-04726,2/5/16,3:11 PM,February,Friday,DOMESTIC IP,LB404,BPD,Report
B16-04729,2/5/16,3:09 PM,February,Friday,FOLLOW UP,LB336,BPD,No report
B16-04725,2/5/16,2:59 PM,February,Friday,SERVICE IP,LB212,BPD,No report
B16-04724,2/5/16,2:58 PM,February,Friday,EXTRA PATROL,LB410,BPD,No report
B16-04723,2/5/16,2:20 PM,February,Friday,ABANDONED VEH,LB212,BPD,No report
B16-04722,2/5/16,2:11 PM,February,Friday,VANDALISM IP,LB326,BPD,Report
B16-04721,2/5/16,2:11 PM,February,Friday,WARRANT SERVICE,LB521,BPD,No report
B16-04720,2/5/16,2:04 PM,February,Friday,SEX ASSAULT NP,LB518,BPD,Report
B16-04719,2/5/16,2:00 PM,February,Friday,ASSIGNED DETAIL,LB410,BPD,No report
B16-04718,2/5/16,1:49 PM,February,Friday,FOLLOW UP,LB104,BPD,No report
B16-04717,2/5/16,1:12 PM,February,Friday,TRAFFIC STOP,LB309,BPD,No report
B16-04716,2/5/16,1:04 PM,February,Friday,THEFT NP,LB521,BPD,Report
B16-04715,2/5/16,1:00 PM,February,Friday,ACCIDENT PD IP,LB404,BPD,Report
B16-04714,2/5/16,12:57 PM,February,Friday,EXTRA PATROL,LB102,BPD,No report
B16-04713,2/5/16,12:55 PM,February,Friday,HARASSMENT NP,LB517,BPD,Report
B16-04712,2/5/16,12:53 PM,February,Friday,FOLLOW UP,LB301,BPD,No report
B16-04711,2/5/16,12:24 PM,February,Friday,RECOVERED VT,LB212,BPD,No report
B16-04709,2/5/16,12:21 PM,February,Friday,EXTRA PATROL,LB313,BPD,No report
B16-04710,2/5/16,12:20 PM,February,Friday,WELFARE CHK IP,LB520,BPD,No report
B16-04708,2/5/16,12:13 PM,February,Friday,EXTRA PATROL,LB510,BPD,No report
B16-04707,2/5/16,12:09 PM,February,Friday,EXTRA PATROL,LB410,BPD,No report
B16-04706,2/5/16,12:04 PM,February,Friday,ASSIGNED DETAIL,LB101,BPD,No report
B16-04705,2/5/16,11:33 AM,February,Friday,DRUGS IP,LB315,BPD,No report
B16-04704,2/5/16,11:32 AM,February,Friday,DISTURBANCE IP,LB327,BPD,No report
B16-04703,2/5/16,11:09 AM,February,Friday,WELFARE CHK IP,LB421,BPD,No report
B16-04702,2/5/16,10:37 AM,February,Friday,EXTRA PATROL,LB314,BPD,No report
B16-04701,2/5/16,10:34 AM,February,Friday,ACCIDENT PD IP,LB302,BPD,Report
B16-04700,2/5/16,10:24 AM,February,Friday,ACCIDENT PD IP,LB406,BPD,Report
B16-04697,2/5/16,10:05 AM,February,Friday,ACCIDENT PI,LB412,BPD,Report
B16-04696,2/5/16,10:02 AM,February,Friday,FRAUD,LB104,BPD,No report
B16-04698,2/5/16,10:01 AM,February,Friday,ABANDONED VEH,,BPD,No report
B16-04699,2/5/16,9:55 AM,February,Friday,ABANDONED VEH,LB524,BPD,No report
B16-04695,2/5/16,9:40 AM,February,Friday,SERVICE IP,LB336,BPD,No report
B16-04694,2/5/16,9:34 AM,February,Friday,TRAFFIC STOP,LB421,BPD,No report
B16-04693,2/5/16,9:30 AM,February,Friday,ACCIDENT PD IP,LB414,BPD,Report
B16-04692,2/5/16,9:22 AM,February,Friday,ABANDONED VEH,,BPD,No report
B16-04691,2/5/16,8:53 AM,February,Friday,PROPERTY,LB104,BPD,Report
B16-04690,2/5/16,8:49 AM,February,Friday,ANIMAL,LB318,BPD,No report
B16-04688,2/5/16,8:36 AM,February,Friday,ACCIDENT PD IP,LB221,BPD,No report
B16-04689,2/5/16,8:32 AM,February,Friday,SERVICE IP,LB336,BPD,No report
B16-04687,2/5/16,8:18 AM,February,Friday,TRAFFIC STOP,LIU10,BPD,No report
B16-04686,2/5/16,8:12 AM,February,Friday,PROPERTY,LMS16,BPD,No report
B16-04685,2/5/16,8:11 AM,February,Friday,THEFT NP,LB304,BPD,Report
B16-04684,2/5/16,8:09 AM,February,Friday,ALARM,LB201,BPD,No report
B16-04683,2/5/16,7:57 AM,February,Friday,ATL,LB326,BPD,No report
B16-04681,2/5/16,7:46 AM,February,Friday,EXTRA PATROL,LB102,BPD,No report
B16-04682,2/5/16,7:40 AM,February,Friday,ACCIDENT PD IP,LB328,BPD,No report
B16-04680,2/5/16,7:39 AM,February,Friday,ACCIDENT PD IP,LB328,BPD,Report
B16-04679,2/5/16,7:34 AM,February,Friday,TRAFFIC STOP,LB518,BPD,No report
B16-04678,2/5/16,7:17 AM,February,Friday,ALARM,LB512,BPD,No report
B16-04677,2/5/16,6:57 AM,February,Friday,ASSIGNED DETAIL,LB413,BPD,No report
B16-04676,2/5/16,6:07 AM,February,Friday,PARKING,LB101,BPD,No report
B16-04675,2/5/16,6:02 AM,February,Friday,ASSIGNED DETAIL,LMN14,BPD,No report
B16-04674,2/5/16,6:00 AM,February,Friday,ASSIGNED DETAIL,LB410,BPD,No report
B16-04673,2/5/16,5:46 AM,February,Friday,ALARM,LB313,BPD,No report
B16-04672,2/5/16,3:25 AM,February,Friday,ALARM,LB201,BPD,No report
B16-04671,2/5/16,2:44 AM,February,Friday,WELFARE CHK IP,LB333,BPD,No report
B16-04670,2/5/16,2:26 AM,February,Friday,DOMESTIC IP,LB336,BPD,No report
B16-04669,2/5/16,2:09 AM,February,Friday,ASSAULT IP,LB101,BPD,Report
B16-04668,2/5/16,2:04 AM,February,Friday,ANIMAL,LB517,BPD,No report
B16-04667,2/5/16,1:46 AM,February,Friday,FOLLOW UP,LB404,BPD,No report
B16-04666,2/5/16,1:38 AM,February,Friday,ALARM,LB201,BPD,No report
B16-04665,2/5/16,1:19 AM,February,Friday,DOMESTIC IP,LB316,BPD,No report
B16-04664,2/5/16,12:39 AM,February,Friday,BURGLARY NP,LB404,BPD,No report
B16-04663,2/5/16,12:22 AM,February,Friday,DOMESTIC IP,LB404,BPD,No report
B16-04662,2/5/16,12:14 AM,February,Friday,WELFARE CHK IP,LB335,BPD,No report
B16-04660,2/4/16,11:53 PM,February,Thursday,ATL,LB103,BPD,No report
B16-04661,2/4/16,11:51 PM,February,Thursday,NOISE,LB219,BPD,No report
B16-04659,2/4/16,11:37 PM,February,Thursday,ATL,LB410,BPD,No report
B16-04658,2/4/16,11:32 PM,February,Thursday,CIVIL NP,LB101,BPD,No report
B16-04657,2/4/16,10:57 PM,February,Thursday,FIGHT IP,LB424,BPD,No report
B16-04656,2/4/16,10:22 PM,February,Thursday,HARASSMENT IP,LB406,BPD,No report
B16-04655,2/4/16,10:14 PM,February,Thursday,ACCIDENT LSA NP,LB409,BPD,No report
B16-04652,2/4/16,10:08 PM,February,Thursday,FOLLOW UP,LB104,BPD,No report
B16-04653,2/4/16,10:07 PM,February,Thursday,SERVICE IP,LB517,BPD,No report
B16-04651,2/4/16,10:06 PM,February,Thursday,SUSP ACT IP,LB314,BPD,No report
B16-04650,2/4/16,10:03 PM,February,Thursday,ASSIGNED DETAIL,LB410,BPD,No report
B16-04649,2/4/16,9:56 PM,February,Thursday,SUSP ACT NP,LB405,BPD,No report
B16-04648,2/4/16,9:47 PM,February,Thursday,DOMESTIC IP,LB514,BPD,Report
B16-04647,2/4/16,9:44 PM,February,Thursday,THEFT IP,LB305,BPD,Report
B16-04654,2/4/16,9:29 PM,February,Thursday,NOISE,LB314,BPD,No report
B16-04646,2/4/16,9:20 PM,February,Thursday,TRAFFIC STOP,LB307,BPD,No report
B16-04645,2/4/16,8:52 PM,February,Thursday,TRAFFIC STOP,LB315,BPD,No report
B16-04644,2/4/16,8:34 PM,February,Thursday,WARRANT SERVICE,LB309,BPD,No report
B16-04643,2/4/16,8:31 PM,February,Thursday,WELFARE CHK IP,LB517,BPD,No report
B16-04642,2/4/16,8:15 PM,February,Thursday,EXTRA PATROL,LB212,BPD,No report
B16-04640,2/4/16,8:08 PM,February,Thursday,TRAFFIC STOP,LIU07,BPD,No report
B16-04641,2/4/16,8:00 PM,February,Thursday,CIVIL IP,LB412,BPD,No report
B16-04639,2/4/16,7:58 PM,February,Thursday,TRAFFIC STOP,LB209,BPD,No report
B16-04638,2/4/16,7:46 PM,February,Thursday,TRAFFIC STOP,LB304,BPD,No report
B16-04637,2/4/16,7:39 PM,February,Thursday,WELFARE CHK IP,LB305,BPD,No report
B16-04636,2/4/16,6:55 PM,February,Thursday,FOLLOW UP,LB104,BPD,No report
B16-04635,2/4/16,6:24 PM,February,Thursday,EXTRA PATROL,LB431,BPD,No report
B16-04634,2/4/16,5:30 PM,February,Thursday,SUSP ACT NP,LB412,BPD,Report
B16-04633,2/4/16,5:28 PM,February,Thursday,ATL,LB319,BPD,No report
B16-04632,2/4/16,5:22 PM,February,Thursday,FOLLOW UP,LB104,BPD,No report
B16-04631,2/4/16,5:18 PM,February,Thursday,FOLLOW UP,LB101,BPD,No report
B16-04630,2/4/16,5:08 PM,February,Thursday,SERVICE IP,LB409,BPD,No report
B16-04629,2/4/16,4:52 PM,February,Thursday,SERVICE IP,LB329,BPD,No report
B16-04626,2/4/16,4:44 PM,February,Thursday,TRAFFIC STOP,LB512,BPD,No report
B16-04628,2/4/16,4:26 PM,February,Thursday,SUSP ACT NP,LB521,BPD,No report
B16-04625,2/4/16,4:24 PM,February,Thursday,DISTURBANCE IP,LB102,BPD,No report
B16-04623,2/4/16,4:18 PM,February,Thursday,SERVICE IP,LB104,BPD,No report
B16-04620,2/4/16,4:14 PM,February,Thursday,FOLLOW UP,LB104,BPD,No report
B16-04622,2/4/16,4:10 PM,February,Thursday,SUSP ACT IP,LB102,BPD,No report
B16-04619,2/4/16,4:10 PM,February,Thursday,DRUGS IP,LB410,BPD,No report
B16-04627,2/4/16,4:09 PM,February,Thursday,PROPERTY,LB104,BPD,No report
B16-04621,2/4/16,4:08 PM,February,Thursday,SUSP ACT IP,LB428,BPD,No report
B16-04624,2/4/16,4:07 PM,February,Thursday,CIVIL NP,LB428,BPD,No report
B16-04617,2/4/16,4:03 PM,February,Thursday,FOLLOW UP,LB524,BPD,No report
B16-04618,2/4/16,4:01 PM,February,Thursday,FOLLOW UP,LB412,BPD,No report
B16-04615,2/4/16,3:53 PM,February,Thursday,TRAFFIC STOP,LIU05,BPD,No report
B16-04616,2/4/16,3:53 PM,February,Thursday,SERVICE NP,LB514,BPD,No report
B16-04613,2/4/16,3:47 PM,February,Thursday,ASSIGNED DETAIL,LB403,BPD,No report
B16-04614,2/4/16,3:46 PM,February,Thursday,ATL,LB307,BPD,No report
B16-04611,2/4/16,3:35 PM,February,Thursday,ASSIGNED DETAIL,LB410,BPD,No report
B16-04612,2/4/16,3:35 PM,February,Thursday,MOTORIST ASSIST,,BPD,No report
B16-04608,2/4/16,3:03 PM,February,Thursday,FOLLOW UP,LB518,BPD,No report
B16-04609,2/4/16,3:01 PM,February,Thursday,SERVICE IP,LB310,BPD,No report
B16-04607,2/4/16,2:51 PM,February,Thursday,DRUGS NP,LB305,BPD,Report
B16-04606,2/4/16,2:45 PM,February,Thursday,CIVIL NP,LB404,BPD,No report
B16-04610,2/4/16,2:36 PM,February,Thursday,HARASSMENT NP,LB413,BPD,No report
B16-04605,2/4/16,2:32 PM,February,Thursday,DRUGS IP,LB520,BPD,No report
B16-04604,2/4/16,2:28 PM,February,Thursday,ACCIDENT PD IP,LB518,BPD,No report
B16-04603,2/4/16,2:23 PM,February,Thursday,WELFARE CHK IP,LB104,BPD,No report
B16-04602,2/4/16,2:06 PM,February,Thursday,CIVIL IP,LB517,BPD,No report
B16-04601,2/4/16,1:53 PM,February,Thursday,FOLLOW UP,LB427,BPD,No report
B16-04600,2/4/16,1:26 PM,February,Thursday,TRAFFIC STOP,LB309,BPD,No report
B16-04599,2/4/16,1:07 PM,February,Thursday,DISTURBANCE IP,LB212,BPD,No report
B16-04597,2/4/16,1:00 PM,February,Thursday,FOLLOW UP,LB104,BPD,No report
B16-04596,2/4/16,12:57 PM,February,Thursday,SUSP ACT IP,LB512,BPD,No report
